EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,año_x,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,año_y,JobInvolvement,PerformanceRating,año_x,Unnamed: 0,Attrition,retirementType,resignationReason,año_y
1272,1.0,3.0,4.0,2015,37,Travel_Rarely,Sales,4,3,Marketing,Male,4,Human Resources,Divorced,160320,1.0,13,0,7.0,2,7,0,7,2015,3,3,2015,,,,,
1273,1.0,4.0,3.0,2015,32,Travel_Rarely,Research & Development,21,3,Other,Male,2,Sales Executive,Married,23620,1.0,11,0,9.0,2,9,7,8,2015,3,3,2015,,,,,
1274,4.0,4.0,3.0,2015,38,Travel_Frequently,Research & Development,25,3,Medical,Male,2,Manufacturing Director,Single,163280,1.0,17,3,10.0,2,10,9,9,2015,3,3,2015,,,,,
1275,2.0,3.0,2.0,2015,50,Travel_Rarely,Sales,2,4,Marketing,Female,4,Research Scientist,Divorced,83760,5.0,14,3,29.0,2,27,13,8,2015,3,3,2015,,,,,
1276,1.0,1.0,2.0,2015,59,Travel_Rarely,Research & Development,1,3,Technical Degree,Male,1,Laboratory Technician,Single,166060,7.0,11,0,28.0,6,21,7,9,2015,3,3,2015,,,,,
1277,3.0,3.0,3.0,2015,36,Travel_Rarely,Sales,1,2,Marketing,Female,2,Sales Executive,Divorced,86060,1.0,14,2,17.0,3,17,12,8,2015,3,3,2015,,,,,
1278,4.0,3.0,3.0,2015,55,Travel_Rarely,Research & Development,7,3,Medical,Male,3,Research Scientist,Divorced,22720,2.0,17,1,21.0,2,5,0,2,2015,3,3,2015,,,,,
1279,2.0,2.0,3.0,2015,36,Travel_Frequently,Research & Development,3,3,Life Sciences,Female,2,Laboratory Technician,Single,20180,1.0,13,0,6.0,5,6,0,3,2015,3,3,2015,,,,,
1280,2.0,1.0,3.0,2015,45,Travel_Rarely,Research & Development,1,2,Medical,Female,1,Sales Executive,Divorced,70830,2.0,12,1,25.0,5,1,0,0,2015,3,3,2015,,,,,
1281,2.0,1.0,2.0,2015,35,Travel_Frequently,Human Resources,9,3,Other,Female,2,Sales Representative,Married,40840,4.0,13,1,5.0,3,3,1,2,2015,3,3,2015,,,,,
1282,4.0,3.0,2.0,2015,36,Travel_Rarely,Sales,7,2,Life Sciences,Male,4,Laboratory Technician,Married,144110,0.0,18,3,2.0,2,1,0,0,2015,4,3,2015,209.0,Yes,Resignation,Others,2016
1283,1.0,3.0,2.0,2015,59,Travel_Frequently,Research & Development,10,4,Life Sciences,Male,3,Research Scientist,Single,23080,7.0,19,1,20.0,4,4,1,3,2015,2,3,2015,,,,,
1284,3.0,2.0,3.0,2015,29,Travel_Rarely,Research & Development,28,4,Life Sciences,Female,1,Sales Representative,Married,48410,0.0,11,0,6.0,3,5,0,4,2015,3,3,2015,,,,,
1285,3.0,2.0,3.0,2015,31,Travel_Rarely,Research & Development,3,2,Medical,Female,3,Sales Executive,Single,42850,1.0,21,1,1.0,2,1,1,0,2015,1,4,2015,,,,,
1286,2.0,2.0,3.0,2015,32,Travel_Rarely,Sales,3,4,Life Sciences,Male,2,Manufacturing Director,Married,97150,1.0,15,1,10.0,1,10,0,9,2015,2,3,2015,,,,,
1287,2.0,4.0,3.0,2015,36,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Sales Representative,Married,43200,3.0,17,0,5.0,2,1,0,0,2015,3,3,2015,,,,,
1288,3.0,4.0,3.0,2015,31,Travel_Rarely,Research & Development,27,3,Medical,Female,2,Research Director,Single,21320,1.0,18,0,11.0,3,11,1,8,2015,3,3,2015,,,,,
1289,3.0,1.0,3.0,2015,35,Travel_Rarely,Research & Development,2,4,Medical,Male,2,Healthcare Representative,Single,101240,0.0,14,1,16.0,2,15,2,8,2015,4,3,2015,,,,,
1290,4.0,1.0,4.0,2015,45,Travel_Rarely,Human Resources,14,3,Human Resources,Female,1,Sales Executive,Married,54730,4.0,13,0,17.0,3,0,0,0,2015,1,3,2015,,,,,
1291,1.0,3.0,4.0,2015,37,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,3,Sales Executive,Single,52070,4.0,17,3,16.0,3,5,0,2,2015,3,3,2015,,,,,
1292,2.0,2.0,3.0,2015,46,Travel_Rarely,Research & Development,9,3,Medical,Male,3,Manager,Divorced,164370,8.0,15,1,16.0,0,4,0,2,2015,3,3,2015,,,,,
1293,4.0,4.0,2.0,2015,30,Travel_Rarely,Sales,18,3,Life Sciences,Male,4,Human Resources,Married,22960,1.0,18,1,10.0,2,10,3,0,2015,3,3,2015,,,,,
1294,2.0,3.0,3.0,2015,35,Travel_Rarely,Research & Development,20,4,Life Sciences,Female,3,Human Resources,Single,40690,1.0,13,0,6.0,5,6,0,4,2015,3,3,2015,,,,,
1295,1.0,4.0,3.0,2015,55,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,2,Laboratory Technician,Married,74410,3.0,12,1,24.0,4,1,1,0,2015,3,3,2015,,,,,
1296,2.0,4.0,3.0,2015,38,Non-Travel,Sales,11,1,Marketing,Male,2,Laboratory Technician,Divorced,24300,7.0,13,2,17.0,2,13,1,9,2015,4,3,2015,,,,,
1297,1.0,2.0,3.0,2015,34,Travel_Rarely,Research & Development,8,2,Medical,Male,1,Research Scientist,Married,58780,1.0,14,0,5.0,1,5,1,3,2015,3,3,2015,,,,,
1298,4.0,4.0,2.0,2015,56,Travel_Rarely,Human Resources,2,1,Medical,Male,2,Sales Executive,Single,26440,4.0,11,1,37.0,2,6,0,2,2015,3,3,2015,,,,,
1299,3.0,1.0,3.0,2015,23,Travel_Rarely,Research & Development,10,3,Medical,Male,2,Laboratory Technician,Divorced,64390,3.0,22,3,3.0,2,0,0,0,2015,3,4,2015,,,,,
1300,4.0,4.0,3.0,2015,51,Travel_Rarely,Research & Development,29,4,Life Sciences,Female,5,Manufacturing Director,Married,24510,3.0,17,0,10.0,2,4,0,3,2015,2,3,2015,,,,,
1301,3.0,4.0,3.0,2015,30,Travel_Rarely,Sales,8,2,Technical Degree,Male,1,Sales Representative,Married,63920,1.0,21,1,11.0,2,11,10,8,2015,4,4,2015,,,,,
1302,3.0,4.0,3.0,2015,46,Travel_Rarely,Sales,1,2,Medical,Female,2,Research Scientist,Single,97140,1.0,22,0,9.0,0,9,4,7,2015,3,4,2015,210.0,Yes,Resignation,Others,2016
1303,3.0,2.0,2.0,2015,40,Travel_Frequently,Research & Development,6,3,Medical,Male,1,Healthcare Representative,Married,60770,1.0,16,2,22.0,2,22,11,11,2015,2,3,2015,,,,,
1304,3.0,4.0,1.0,2015,51,Travel_Rarely,Research & Development,8,4,Life Sciences,Female,5,Sales Representative,Single,24500,0.0,12,1,11.0,2,10,1,0,2015,3,3,2015,,,,,
1305,3.0,2.0,2.0,2015,30,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,1,Manufacturing Director,Divorced,92500,1.0,12,3,11.0,0,11,2,7,2015,3,3,2015,,,,,
1306,3.0,1.0,2.0,2015,46,Travel_Frequently,Research & Development,12,1,Medical,Male,1,Laboratory Technician,Married,20740,2.0,15,1,21.0,3,10,9,5,2015,3,3,2015,,,,,
1307,2.0,3.0,3.0,2015,32,Travel_Rarely,Sales,15,3,Marketing,Male,1,Research Scientist,Single,101690,1.0,14,0,12.0,6,11,5,7,2015,2,3,2015,,,,,
1308,1.0,3.0,1.0,2015,54,Travel_Rarely,Research & Development,25,1,Medical,Female,1,Laboratory Technician,Married,48550,9.0,25,1,16.0,2,4,0,3,2015,2,4,2015,,,,,
1309,1.0,3.0,2.0,2015,24,Travel_Rarely,Sales,6,2,Marketing,Male,2,Research Scientist,Married,40870,0.0,20,3,4.0,1,3,0,2,2015,3,4,2015,,,,,
1310,2.0,3.0,4.0,2015,28,Non-Travel,Sales,9,4,Medical,Male,2,Laboratory Technician,Married,23670,1.0,13,0,5.0,2,5,0,4,2015,2,3,2015,,,,,
1311,4.0,3.0,2.0,2015,58,Travel_Rarely,Research & Development,8,4,Life Sciences,Male,2,Sales Executive,Single,29720,0.0,14,0,38.0,2,37,1,8,2015,4,3,2015,,,,,
1312,2.0,2.0,4.0,2015,44,Non-Travel,Research & Development,23,2,Medical,Female,1,Research Scientist,Married,195860,4.0,16,0,17.0,3,3,1,2,2015,2,3,2015,,,,,
1313,3.0,1.0,3.0,2015,37,Travel_Rarely,Human Resources,9,3,Human Resources,Male,2,Healthcare Representative,Divorced,54840,1.0,17,0,7.0,4,3,0,2,2015,3,3,2015,211.0,Yes,Resignation,Others,2016
1314,4.0,1.0,3.0,2015,32,Travel_Rarely,Human Resources,12,2,Human Resources,Female,1,Sales Representative,Single,20610,1.0,15,1,1.0,2,1,0,0,2015,2,3,2015,,,,,
1315,4.0,4.0,3.0,2015,20,Travel_Frequently,Sales,4,4,Life Sciences,Female,2,Healthcare Representative,Single,99240,1.0,22,0,1.0,3,1,1,0,2015,3,4,2015,212.0,Yes,Resignation,Salary,2016
1316,1.0,3.0,3.0,2015,34,Travel_Rarely,Research & Development,1,4,Other,Male,4,Laboratory Technician,Single,41980,1.0,22,1,16.0,2,16,2,10,2015,2,4,2015,,,,,
1317,3.0,4.0,4.0,2015,37,Non-Travel,Sales,24,2,Life Sciences,Male,1,Research Scientist,Divorced,68150,5.0,20,1,17.0,3,1,0,0,2015,3,4,2015,,,,,
1318,3.0,4.0,3.0,2015,59,Non-Travel,Research & Development,12,2,Life Sciences,Male,2,Sales Executive,Married,47230,9.0,14,0,30.0,0,3,2,2,2015,3,3,2015,,,,,
1319,1.0,2.0,2.0,2015,50,Travel_Frequently,Research & Development,3,4,Medical,Male,4,Research Scientist,Married,61420,3.0,13,2,28.0,3,8,0,7,2015,2,3,2015,,,,,
1320,3.0,3.0,3.0,2015,25,Travel_Rarely,Sales,10,1,Marketing,Male,2,Research Director,Single,82370,1.0,13,0,6.0,6,6,0,3,2015,2,3,2015,213.0,Yes,Resignation,Salary,2016
1321,4.0,4.0,3.0,2015,25,Travel_Rarely,Research & Development,26,3,Technical Degree,Male,1,Laboratory Technician,Married,88530,1.0,22,1,2.0,3,2,2,1,2015,3,4,2015,,,,,
1322,2.0,4.0,3.0,2015,22,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,1,Sales Representative,Single,193310,1.0,12,1,1.0,2,0,0,0,2015,3,3,2015,,,,,
1323,1.0,1.0,2.0,2015,51,Travel_Frequently,Research & Development,1,3,Life Sciences,Female,1,Sales Executive,Single,20730,3.0,14,1,23.0,4,13,12,8,2015,3,3,2015,,,,,
1324,1.0,3.0,3.0,2015,34,Travel_Frequently,Human Resources,4,4,Life Sciences,Female,5,Sales Executive,Single,55620,1.0,15,0,9.0,3,9,0,6,2015,3,3,2015,214.0,Yes,Resignation,Others,2016
1325,4.0,4.0,3.0,2015,54,Non-Travel,Research & Development,9,3,Life Sciences,Male,1,Laboratory Technician,Single,196130,2.0,17,0,23.0,5,5,4,4,2015,3,3,2015,,,,,
1326,2.0,3.0,3.0,2015,24,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,2,Laboratory Technician,Married,34070,0.0,13,1,6.0,4,5,1,2,2015,3,3,2015,,,,,
1327,3.0,2.0,3.0,2015,34,Travel_Rarely,Sales,4,3,Marketing,Female,2,Sales Representative,Divorced,50630,6.0,12,1,12.0,2,1,0,0,2015,3,3,2015,,,,,
1328,3.0,4.0,3.0,2015,37,Travel_Rarely,Sales,6,1,Technical Degree,Male,1,Laboratory Technician,Single,46390,2.0,12,2,12.0,3,5,1,3,2015,3,3,2015,,,,,
1329,3.0,1.0,3.0,2015,34,Travel_Rarely,Sales,9,2,Medical,Male,2,Healthcare Representative,Single,48760,2.0,21,1,14.0,3,11,5,8,2015,3,4,2015,,,,,
1330,2.0,4.0,3.0,2015,36,Travel_Frequently,Human Resources,7,3,Medical,Male,1,Research Scientist,Married,26900,0.0,11,0,10.0,1,9,2,8,2015,3,3,2015,,,,,
1331,1.0,4.0,3.0,2015,36,Travel_Rarely,Research & Development,1,3,Medical,Female,2,Manufacturing Director,Divorced,175670,5.0,13,0,7.0,6,1,0,0,2015,3,3,2015,,,,,
1332,3.0,4.0,4.0,2015,43,Travel_Frequently,Research & Development,3,4,Life Sciences,Male,1,Sales Executive,Married,24080,1.0,12,1,25.0,3,25,4,12,2015,3,3,2015,,,,,
1333,1.0,3.0,2.0,2015,30,Travel_Frequently,Research & Development,10,3,Life Sciences,Female,3,Healthcare Representative,Divorced,28140,1.0,24,0,10.0,2,10,0,9,2015,3,4,2015,,,,,
1334,3.0,2.0,4.0,2015,33,Non-Travel,Sales,7,3,Life Sciences,Male,2,Sales Executive,Married,112450,0.0,21,0,8.0,3,7,0,7,2015,3,4,2015,,,,,
1335,2.0,2.0,3.0,2015,56,Travel_Rarely,Research & Development,15,3,Life Sciences,Male,2,Laboratory Technician,Married,33120,9.0,19,0,7.0,1,5,4,3,2015,1,3,2015,215.0,Yes,Resignation,Stress,2016
1336,1.0,3.0,3.0,2015,51,Travel_Rarely,Research & Development,3,2,Other,Female,2,Sales Representative,Single,190490,7.0,14,1,23.0,2,20,15,15,2015,3,3,2015,,,,,
1337,2.0,3.0,2.0,2015,31,Travel_Rarely,Research & Development,2,4,Technical Degree,Female,3,Sales Executive,Married,21410,4.0,20,0,12.0,2,7,7,7,2015,3,4,2015,216.0,Yes,Resignation,Salary,2016
1338,3.0,2.0,2.0,2015,26,Travel_Rarely,Sales,17,3,Medical,Female,2,Manager,Married,57690,1.0,19,0,5.0,4,5,4,3,2015,2,3,2015,,,,,
1339,4.0,4.0,2.0,2015,58,Travel_Rarely,Sales,2,2,Medical,Female,1,Research Scientist,Married,43850,1.0,13,1,40.0,2,40,15,6,2015,2,3,2015,217.0,Yes,Resignation,Stress,2016
1340,4.0,3.0,2.0,2015,19,Travel_Rarely,Research & Development,5,2,Life Sciences,Male,1,Manager,Single,53320,1.0,23,1,0.0,2,0,0,0,2015,3,4,2015,218.0,Yes,Resignation,Stress,2016
1341,3.0,4.0,3.0,2015,22,Travel_Rarely,Sales,29,4,Technical Degree,Male,1,Sales Executive,Married,46630,0.0,13,1,3.0,1,2,2,1,2015,3,3,2015,,,,,
1342,3.0,1.0,2.0,2015,49,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,1,Sales Executive,Married,47240,1.0,11,1,16.0,3,15,5,11,2015,2,3,2015,,,,,
1343,2.0,3.0,3.0,2015,43,Travel_Frequently,Sales,2,2,Life Sciences,Male,1,Sales Executive,Single,32110,4.0,13,0,18.0,2,3,1,2,2015,4,3,2015,,,,,
1344,3.0,4.0,3.0,2015,50,Travel_Frequently,Research & Development,19,4,Life Sciences,Male,2,Sales Executive,Single,53770,4.0,14,1,16.0,3,2,2,1,2015,4,3,2015,,,,,
1345,2.0,3.0,3.0,2015,31,Travel_Rarely,Research & Development,15,1,Medical,Female,2,Sales Executive,Married,40660,3.0,22,0,4.0,2,2,2,2,2015,2,4,2015,219.0,Yes,Resignation,Others,2016
1346,3.0,3.0,3.0,2015,41,Travel_Rarely,Research & Development,17,2,Other,Male,1,Manufacturing Director,Divorced,52080,3.0,11,3,12.0,2,9,0,7,2015,1,3,2015,,,,,
1347,3.0,3.0,3.0,2015,26,Travel_Rarely,Research & Development,17,4,Life Sciences,Male,2,Sales Executive,Married,48770,1.0,13,1,8.0,5,8,5,7,2015,4,3,2015,,,,,
1348,2.0,2.0,3.0,2015,36,Travel_Rarely,Human Resources,25,1,Human Resources,Male,2,Research Scientist,Divorced,31170,6.0,21,1,7.0,2,3,0,1,2015,4,4,2015,,,,,
1349,1.0,4.0,3.0,2015,51,Travel_Frequently,Research & Development,6,3,Life Sciences,Female,1,Manager,Single,15690,2.0,11,0,18.0,2,4,0,3,2015,4,3,2015,220.0,Yes,Resignation,Salary,2016
1350,4.0,3.0,4.0,2015,39,Travel_Rarely,Research & Development,7,3,Life Sciences,Female,1,Research Scientist,Married,196580,4.0,13,1,17.0,3,15,5,9,2015,4,3,2015,,,,,
1351,1.0,3.0,3.0,2015,25,Travel_Rarely,Sales,29,1,Medical,Female,3,Research Scientist,Married,30690,2.0,14,1,6.0,3,2,2,2,2015,2,3,2015,,,,,
1352,3.0,4.0,1.0,2015,30,Travel_Rarely,Research & Development,21,1,Medical,Male,2,Laboratory Technician,Married,104350,0.0,11,0,12.0,5,11,4,7,2015,3,3,2015,,,,,
1353,1.0,1.0,4.0,2015,32,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,2,Research Director,Single,41480,7.0,15,0,10.0,0,5,0,4,2015,2,3,2015,221.0,Yes,Resignation,Others,2016
1354,3.0,4.0,2.0,2015,45,Travel_Rarely,Research & Development,2,1,Technical Degree,Female,2,Healthcare Representative,Single,57680,5.0,23,1,9.0,4,6,0,3,2015,3,4,2015,,,,,
1355,4.0,3.0,3.0,2015,38,Travel_Rarely,Research & Development,7,4,Life Sciences,Female,2,Research Director,Single,50420,3.0,16,1,19.0,4,3,2,2,2015,3,3,2015,,,,,
1356,1.0,3.0,2.0,2015,30,Travel_Rarely,Sales,13,3,Marketing,Female,2,Laboratory Technician,Single,57700,1.0,16,1,5.0,2,5,0,4,2015,4,3,2015,,,,,
1357,4.0,4.0,4.0,2015,32,Travel_Frequently,Sales,2,3,Marketing,Male,3,Laboratory Technician,Divorced,77560,0.0,21,0,9.0,3,8,0,7,2015,3,4,2015,,,,,
1358,4.0,1.0,3.0,2015,30,Travel_Rarely,Research & Development,1,3,Medical,Female,3,Sales Executive,Divorced,103060,5.0,13,0,8.0,5,3,2,2,2015,3,3,2015,,,,,
1359,2.0,4.0,3.0,2015,30,Travel_Rarely,Sales,9,3,Medical,Male,2,Research Scientist,Single,39360,0.0,11,1,6.0,3,5,1,2,2015,3,3,2015,,,,,
1360,4.0,1.0,2.0,2015,41,Travel_Frequently,Sales,10,2,Medical,Female,3,Manufacturing Director,Divorced,79450,4.0,12,1,21.0,6,7,7,7,2015,2,3,2015,,,,,
1361,3.0,1.0,3.0,2015,41,Travel_Rarely,Research & Development,10,4,Medical,Male,4,Research Scientist,Married,57430,2.0,12,3,7.0,2,5,1,4,2015,4,3,2015,,,,,
1362,2.0,2.0,3.0,2015,19,Travel_Rarely,Research & Development,1,3,Other,Female,5,Manufacturing Director,Single,152020,1.0,18,3,1.0,2,1,0,0,2015,2,3,2015,,,,,
1363,2.0,2.0,3.0,2015,40,Travel_Frequently,Research & Development,26,4,Medical,Male,2,Manufacturing Director,Divorced,54400,1.0,12,1,20.0,2,20,2,13,2015,3,3,2015,,,,,
1364,3.0,2.0,3.0,2015,35,Travel_Rarely,Sales,8,1,Marketing,Female,3,Laboratory Technician,Married,37600,1.0,14,3,10.0,2,10,0,6,2015,3,3,2015,,,,,
1365,2.0,3.0,1.0,2015,53,Travel_Rarely,Sales,14,2,Life Sciences,Female,5,Manufacturing Director,Married,35170,2.0,12,1,13.0,1,7,4,5,2015,2,3,2015,,,,,
1366,2.0,2.0,1.0,2015,45,Travel_Rarely,Sales,1,4,Technical Degree,Male,1,Research Scientist,Divorced,25800,8.0,17,3,20.0,3,17,0,15,2015,3,3,2015,,,,,
1367,2.0,4.0,3.0,2015,32,Travel_Frequently,Sales,2,2,Life Sciences,Female,1,Manufacturing Director,Single,21660,1.0,19,1,9.0,4,9,3,7,2015,1,3,2015,,,,,
1368,4.0,3.0,3.0,2015,29,Non-Travel,Research & Development,10,4,Technical Degree,Male,3,Healthcare Representative,Married,58690,1.0,11,1,10.0,6,10,0,9,2015,4,3,2015,,,,,
1369,2.0,3.0,3.0,2015,51,Travel_Rarely,Research & Development,1,3,Other,Female,3,Research Director,Married,80080,2.0,15,1,10.0,4,1,0,0,2015,3,3,2015,,,,,
1370,2.0,2.0,2.0,2015,58,Travel_Rarely,Sales,3,3,Marketing,Female,1,Research Scientist,Married,52060,4.0,11,3,9.0,4,1,0,0,2015,1,3,2015,,,,,
1371,3.0,4.0,2.0,2015,40,Travel_Rarely,Research & Development,11,2,Technical Degree,Male,4,Laboratory Technician,Married,52950,7.0,18,0,15.0,4,12,2,11,2015,3,3,2015,,,,,
1372,3.0,3.0,3.0,2015,34,Travel_Frequently,Sales,24,4,Marketing,Male,2,Manufacturing Director,Married,164130,6.0,16,0,6.0,1,4,1,2,2015,3,3,2015,,,,,
1373,3.0,4.0,3.0,2015,22,Travel_Rarely,Research & Development,3,3,Medical,Male,1,Laboratory Technician,Married,132690,1.0,25,1,2.0,2,2,2,2,2015,3,4,2015,,,,,
1374,4.0,2.0,1.0,2015,27,Non-Travel,Research & Development,3,3,Medical,Male,1,Healthcare Representative,Divorced,27830,6.0,16,1,6.0,2,2,2,2,2015,4,3,2015,,,,,
1375,3.0,4.0,1.0,2015,28,Travel_Rarely,Sales,4,4,Life Sciences,Male,2,Healthcare Representative,Married,54330,1.0,13,1,5.0,4,5,0,2,2015,2,3,2015,,,,,
1376,3.0,4.0,1.0,2015,57,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,2,Manufacturing Director,Divorced,20130,3.0,14,1,12.0,5,5,1,4,2015,3,3,2015,,,,,
1377,3.0,3.0,2.0,2015,27,Non-Travel,Research & Development,2,3,Life Sciences,Male,1,Manufacturing Director,Divorced,139660,1.0,19,0,1.0,1,1,0,1,2015,3,3,2015,,,,,
1378,3.0,2.0,3.0,2015,50,Travel_Rarely,Research & Development,4,3,Life Sciences,Female,2,Manufacturing Director,Single,43740,3.0,15,1,21.0,5,5,4,4,2015,4,3,2015,,,,,
1379,1.0,3.0,3.0,2015,41,Travel_Rarely,Sales,7,4,Marketing,Male,4,Laboratory Technician,Divorced,68420,4.0,12,1,13.0,3,9,1,8,2015,3,3,2015,,,,,
1380,2.0,4.0,3.0,2015,30,Travel_Rarely,Human Resources,1,4,Human Resources,Female,1,Manager,Married,174260,2.0,12,1,12.0,0,10,7,4,2015,2,3,2015,,,,,
1381,1.0,4.0,4.0,2015,38,Travel_Rarely,Sales,1,1,Medical,Male,2,Laboratory Technician,Single,176030,4.0,16,0,12.0,0,8,0,7,2015,2,3,2015,,,,,
1382,3.0,3.0,3.0,2015,32,Travel_Rarely,Research & Development,20,3,Medical,Female,1,Manufacturing Director,Single,45810,3.0,14,1,8.0,3,5,1,4,2015,3,3,2015,,,,,
1383,3.0,2.0,2.0,2015,27,Travel_Rarely,Research & Development,5,4,Medical,Male,2,Healthcare Representative,Married,47350,0.0,13,0,6.0,2,5,1,1,2015,3,3,2015,,,,,
1384,3.0,1.0,4.0,2015,19,Travel_Frequently,Research & Development,10,2,Life Sciences,Male,2,Healthcare Representative,Single,41870,0.0,22,1,1.0,4,0,0,0,2015,3,4,2015,222.0,Yes,Fired,desconocido,2016
1385,4.0,2.0,2.0,2015,36,Travel_Frequently,Sales,25,3,Marketing,Female,2,Research Director,Single,55050,4.0,21,2,13.0,3,8,7,2,2015,3,4,2015,,,,,
1386,3.0,1.0,3.0,2015,30,Non-Travel,Sales,1,3,Medical,Female,1,Sales Executive,Divorced,54700,1.0,18,1,12.0,2,12,6,10,2015,3,3,2015,,,,,
1387,3.0,1.0,4.0,2015,45,Travel_Rarely,Research & Development,24,2,Medical,Male,2,Sales Executive,Divorced,54760,4.0,13,1,9.0,3,5,0,3,2015,3,3,2015,,,,,
1388,3.0,1.0,3.0,2015,56,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,4,Manager,Divorced,25870,4.0,12,0,19.0,2,2,2,2,2015,2,3,2015,,,,,
1389,3.0,4.0,4.0,2015,33,Travel_Rarely,Research & Development,2,2,Medical,Male,1,Sales Executive,Single,24400,0.0,18,3,4.0,4,3,0,2,2015,3,3,2015,,,,,
1390,2.0,4.0,2.0,2015,19,Travel_Rarely,Research & Development,8,2,Life Sciences,Male,2,Sales Executive,Single,159720,1.0,21,0,1.0,2,1,1,0,2015,3,4,2015,223.0,Yes,Resignation,Others,2016
1391,2.0,1.0,3.0,2015,46,Travel_Rarely,Research & Development,10,3,Technical Degree,Female,2,Laboratory Technician,Divorced,153790,1.0,12,0,24.0,1,24,15,7,2015,1,3,2015,,,,,
1392,3.0,4.0,3.0,2015,38,Travel_Rarely,Sales,4,4,Life Sciences,Male,1,Manufacturing Director,Single,70820,1.0,14,0,2.0,3,2,2,1,2015,4,3,2015,,,,,
1393,3.0,4.0,3.0,2015,31,Travel_Rarely,Sales,2,5,Life Sciences,Male,2,Sales Representative,Married,27280,8.0,11,0,7.0,3,4,0,2,2015,4,3,2015,,,,,
1394,4.0,2.0,3.0,2015,34,Travel_Rarely,Sales,9,3,Marketing,Female,2,Manager,Single,53680,2.0,14,1,9.0,2,3,1,2,2015,3,3,2015,,,,,
1395,2.0,2.0,2.0,2015,41,Travel_Rarely,Research & Development,18,4,Life Sciences,Male,5,Laboratory Technician,Single,53470,1.0,24,1,4.0,1,4,0,2,2015,3,4,2015,224.0,Yes,Resignation,Others,2016
1396,3.0,3.0,2.0,2015,50,Travel_Rarely,Sales,19,4,Marketing,Male,3,Sales Executive,Married,31950,2.0,11,0,5.0,4,3,0,2,2015,2,3,2015,,,,,
1397,4.0,1.0,3.0,2015,53,Travel_Rarely,Sales,1,2,Life Sciences,Male,1,Manager,Divorced,39890,1.0,13,0,5.0,2,4,1,3,2015,3,3,2015,,,,,
1398,4.0,2.0,3.0,2015,33,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,1,Human Resources,Married,33060,1.0,11,3,8.0,6,8,1,6,2015,1,3,2015,,,,,
1399,4.0,3.0,3.0,2015,40,Travel_Rarely,Research & Development,11,3,Life Sciences,Female,2,Sales Executive,Married,70050,1.0,20,2,21.0,2,20,9,9,2015,3,4,2015,,,,,
1400,3.0,2.0,3.0,2015,55,Travel_Rarely,Research & Development,6,1,Life Sciences,Female,2,Laboratory Technician,Single,26550,8.0,17,0,36.0,0,24,2,15,2015,2,3,2015,,,,,
1401,4.0,3.0,2.0,2015,34,Travel_Frequently,Human Resources,7,4,Other,Female,1,Research Scientist,Married,13930,1.0,11,2,10.0,4,10,1,9,2015,4,3,2015,,,,,
1402,4.0,2.0,3.0,2015,51,Travel_Rarely,Human Resources,4,2,Human Resources,Male,2,Sales Representative,Single,25700,3.0,18,0,21.0,2,7,1,0,2015,3,3,2015,,,,,
1403,3.0,3.0,3.0,2015,52,Travel_Rarely,Research & Development,2,4,Medical,Female,2,Sales Representative,Married,35370,0.0,11,1,34.0,3,33,11,9,2015,3,3,2015,,,,,
1404,4.0,2.0,2.0,2015,27,Travel_Rarely,Sales,15,3,Marketing,Male,1,Research Scientist,Single,39860,1.0,12,2,7.0,3,7,0,3,2015,3,3,2015,,,,,
1405,2.0,3.0,3.0,2015,35,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,2,Research Director,Married,108830,3.0,12,0,8.0,3,1,0,1,2015,4,3,2015,225.0,Yes,Resignation,Others,2016
1406,4.0,4.0,4.0,2015,43,Non-Travel,Research & Development,6,2,Medical,Male,1,Healthcare Representative,Divorced,20280,4.0,20,1,7.0,2,5,2,2,2015,2,4,2015,,,,,
1407,1.0,4.0,3.0,2015,45,Non-Travel,Research & Development,9,2,Medical,Female,1,Sales Executive,Married,95250,9.0,19,0,22.0,3,20,11,8,2015,3,3,2015,,,,,
1408,2.0,1.0,3.0,2015,37,Travel_Rarely,Research & Development,7,3,Life Sciences,Female,1,Research Scientist,Married,29290,1.0,12,0,8.0,2,8,1,7,2015,1,3,2015,,,,,
1409,2.0,2.0,3.0,2015,35,Travel_Frequently,Research & Development,1,3,Other,Male,2,Research Director,Single,22750,5.0,13,0,10.0,2,6,1,2,2015,4,3,2015,,,,,
